netuid,name,symbol,snapshot_utc,block,row_status,miner_burn,reg_cost_tao,reg_cost_usd,registration_allowed,max_uids,active_uids,free_uids,immunity_period,tempo,price_tao,tao_usd,subnet_age_days,registered_block,weights_version,mechanism_count,competitive_miner_alpha_day,competitive_miner_usd_day,competitive_miner_uid,competitive_median_usd_day,competitive_earners,median_miner_usd_day,top_miner_usd_day,top_miner_uid,top_miner_is_owner,top_miner_is_permitted,top1_share,top10_share,gini,earners,owner_cut_frac,owner_incentive_share,burn_disagreement,github_url_onchain,github_url_resolved,repo_status,repo_status_reason,readme_sha,readme_bytes,readme_task_sections,last_commit_utc,latest_release,latest_release_utc,scoring_commit_utc,scoring_commit_title,min_compute_present,min_compute_is_template,required_vram_gb,gpu_class_required,gpu_class_basis,machine_class_cheapest,machine_cost_usd_day,machine_tier,machine_assumed,net_margin_usd_day,net_margin_top_usd_day,payback_days,gate_status,gate_reason,income_pts,freshness_pts,resource_pts,registration_pts,freshness_reason,confidence,confidence_reason,score,rank,description,website
37,Aurelius,ל,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,13,0,5000,360,0.00397405,238.29,792,3212175,3010,1,,,,,0,2795.49,2795.49,200,True,True,1,1,0,1,0.179995,1,0,https://github.com/Aurelius-Protocol/Aurelius-Protocol,https://github.com/Aurelius-Protocol/Aurelius-Protocol,ok,,888023ba4060abfe,22554,7f7689cb98ca4b5f,2026-07-17T22:40:11Z,pre-v3-cutover: Set 100% burn and disable all experiments,2026-03-20T21:38:22Z,2026-05-10T18:35:40Z,"validator: flip BURN_MODE default to on, BURN_PERCENTAGE to 1.0",False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,Decentralized Alignment of Artificial Intelligence,https://aureliusaligned.ai
38,ChronoLLM,ם,2026-08-24T11:39:23Z,8914566,ok,0,0.816403,194.541,True,256,20,0,50400,1440,0.00993363,238.29,226.4,7284230,0,1,690.088,1633.5,118,120.593,9,172.413,3635.6,168,False,True,0.520319,1,0.701196,10,0.179995,0,0,https://github.com/chronollm/sn38,https://github.com/chronollm/sn38,ok,,384d82d9d9bb9c0a,6702,0929297366a7bf8b,2026-08-19T20:55:05Z,,,2026-08-19T20:55:05Z,Add multi-layer dedup and weighted leak evaluation (#24),False,False,0,cpu-only,README keywords (GUESS),cpu-small,0.9863,0,False,119.607,1632.51,1.63,OK,,18.93,35,15,9.46,SCORING_COMMIT 4.6d ago,0.85,"hardware from README keywords, not curated",66.6,13,Competitive training of chronologically consistent Large Language Models,https://chronollm.crunchdao.com/
39,deprecated,מ,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,12,0,15000,360,0.00860016,238.29,782.6,3280104,0,1,,,,,0,6049.66,6049.66,136,True,True,1,1,0,1,0.179995,1,0,https://github.com/deprecated/deprecated,,placeholder,unmodified template placeholder: 'https://github.com/deprecated/deprecated',,0,,,,,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,deprecated,
40,Ralph,ן,2026-08-24T11:39:23Z,8914566,ok,0,0.99,235.907,True,256,7,0,5000,360,0.00557855,238.29,70.1,8409860,0,1,,,,,0,3924.15,3924.15,124,False,True,1,1,0,1,0.179995,0,0,https://github.com/RalphLabsAI/ralph,https://github.com/RalphLabsAI/ralph,ok,,c4bcadc62515891a,8586,e6911cbeaf63f469,2026-07-03T16:39:25Z,v0.6.0,2026-05-28T00:22:01Z,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,OK,,0,0,11.25,0,no challenge change on record,0.85,hardware requirement unknown,9.6,81,"An open training recipe that gets better, forever.",https://ralphlabs.ai
41,Almanac,נ,2026-08-24T11:39:23Z,8914566,ok,0.648423,0.1,23.829,True,256,89,0,14400,360,0.00493577,238.29,766.7,3394182,1,1,26.081,30.675,189,16.0792,80,16.1057,2251.3,210,True,True,0.648763,0.715771,0.724732,81,0.179995,0.648763,0.0003,https://github.com/corvxai/almanac,https://github.com/corvxai/almanac,ok,,9be8ad9065fbecf8,13663,fb51e503b4bd991f,2026-08-20T15:49:42Z,v0.1.0,2026-06-26T17:02:58Z,2026-08-12T22:36:16Z,Merge pull request #42 from corvxai/mkt_scoring_v2,False,False,0,cpu-only (dev box),code-submission (validator runs it),cpu-small,0.9863,0,False,15.0929,29.6887,1.58,OK,,10.97,21,15,9.47,SCORING_COMMIT 12d ago,1,,56.4,24,Prediction market research and intelligence.,https://almnc.ai
42,Unknown,ס,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,13,0,5000,360,0.00246897,238.29,736.2,3613591,283,1,,,,,0,1736.76,1736.76,11,True,True,1,1,0,1,0.179995,1,0,,,none,no repo URL on chain,,0,,,,,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,,
43,Graphite,ע,2026-08-24T11:39:23Z,8914566,ok,0.808682,0.1,23.829,True,256,19,0,5000,360,0.00491682,238.29,764.7,3408582,130,1,168.468,197.382,138,0.738863,9,14.0912,2796.91,155,True,False,0.808766,0.999939,0.84638,12,0.179995,0.808766,0.0001,https://github.com/GraphiteAI/Graphite-Subnet,https://github.com/GraphiteAI/Graphite-Subnet,ok,,466fa017aa65f028,12289,69593d11b90c8e6a,2025-10-12T15:50:32Z,,,2025-10-12T15:50:32Z,removal of running of any tasks that can cause erroring out,True,False,0,cpu-only,min_compute.yml (curated),cpu-small,0.9863,0,False,-0.2474,196.396,,OK,,0,0,15,0,no challenge change on record,1,,15,72,,
44,Score,ף,2026-08-24T11:39:23Z,8914566,ok,0,0.000582145,0.138719,True,256,9,0,7500,360,0.0414193,238.29,745,3550319,2027,2,,,,,0,29135.8,29135.8,6,True,True,1,1,0,1,0.179995,1,1,https://github.com/score-technologies/turbovision,https://github.com/score-technologies/turbovision,ok,,7758872caeb75010,3939,ce181adf49498353,2026-08-22T10:30:38Z,,,2026-08-22T10:30:38Z,Merge pull request #54 from score-technologies/hardening-latency-loop,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,OK,,0,35,11.25,0,SCORING_COMMIT 2.0d ago,0.85,hardware requirement unknown,39.3,45,Making every camera intelligent,https://www.wearescore.com/
45,AlphaRidge.ai,פ,2026-08-24T11:39:23Z,8914566,ok,0.535969,0.0429699,10.2393,True,256,249,0,7200,360,0.00274385,238.29,733.5,3633154,0,1,18.016,11.7795,14,3.35715,238,3.35715,1034.36,189,True,True,0.537023,0.584772,0.678861,239,0.180083,0.537023,0.0011,https://github.com/Team-Rizzo/alpharidge-ai,https://github.com/Team-Rizzo/alpharidge-ai,ok,,b0524ee2cfbbc14c,13956,54edfc4fd935e4ee,2026-08-18T00:09:19Z,,,2026-08-17T16:52:36Z,Report actual per-article pay on verdicts; sign verifier variants,True,True,,unknown,no evidence,rtx4090,8.2192,1,True,-4.862,3.5603,,OK,,0,0,11.25,0,no challenge change on record,0.85,hardware requirement unknown,9.6,75,"Real-time market intelligence across equities, FX, crypto, commodities and indices. AlphaRidge reads the conversations of 1,000+ news sources, X posts, Telegram feeds, scoring every post into structured signals: sentiment, impact, market outlook and more. See the why behind every move, screen any ma",https://alpharidge.ai
46,Instant,ץ,2026-08-24T11:39:23Z,8914566,ok,1,0.1,23.829,True,256,9,0,10800,360,0.00398288,238.29,693.8,3919107,62,1,,,,,0,2801.7,2801.7,238,True,True,1,1,0,1,0.179995,1,0,https://github.com/instant-subnet/instant-subnet,https://github.com/instant-subnet/instant-subnet,ok,,6a7e72cb8ff3d5ec,1991,7cb16c9ebc5308cc,2026-08-19T19:01:47Z,,,2026-08-19T19:00:28Z,Restore validator log visibility after the bittensor import,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,Lightning Fast Private Inference,https://instantsubnet.com
47,wait (reproduce paper),צ,2026-08-24T11:39:23Z,8914566,ok,1,0.05,11.9145,True,256,14,142,5000,360,0.00275872,238.29,218.6,7340355,0,1,,,,,0,1940.58,1940.58,0,True,True,1,1,0,1,0.179995,1,0,https://github.com/openevolai/evolai.git,https://github.com/openevolai/evolai,dead,HTTP 404 (deleted or private),,0,,,,,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,redesign incentive,
48,Quantum Compute,ק,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,23,0,2000,360,0.00430996,238.29,702.5,3856677,0,1,,,,,0,292.445,1647.39,230,False,True,0.543399,1,0.533154,6,0.179995,0,0,https://github.com/qbittensor-labs/quantum-compute,https://github.com/qbittensor-labs/quantum-compute,ok,,d0aebefcb40325b9,9932,0de7340cdb0ac2f5,2026-07-07T00:16:21Z,,,2026-02-24T19:23:00Z,Merge pull request #11 from qbittensor-labs/cost-based-incentive-curve,True,True,,unknown,no evidence,rtx4090,8.2192,1,True,,,,OK,,0,0,11.25,0,no challenge change on record,0.85,hardware requirement unknown,9.6,78,Quantum Computing,https://www.qbittensorlabs.com/
49,Nepher Robotics,ר,2026-08-24T11:39:23Z,8914566,ok,0,0.05,11.9145,True,256,13,0,5000,360,0.0104513,238.29,296,6783158,0,1,29.5044,73.4786,120,73.4786,2,73.4786,7204.61,38,False,True,0.98001,1,0.646677,3,0.179995,0,0,https://github.com/nepher-ai/nepher-subnet,https://github.com/nepher-ai/nepher-subnet,ok,,cef31852a111d36d,3338,1ea6dff375fe7bd0,2026-07-30T15:52:08Z,,,2026-07-30T15:52:08Z,Updated Discord link across documentation to new invite.,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,65.2595,65.2595,0.18,OK,,16.56,21,11.25,9.94,SCORING_COMMIT 25d ago,0.6,hardware requirement unknown; income rests on 2 competitive miners (n<=2: not a distribution),35.3,51,Pioneering Simulation-First Robotics Development,https://www.nepher.ai/
50,Synth,ש,2026-08-24T11:39:23Z,8914566,ok,0,0.8,190.632,True,256,235,0,65535,360,0.00491088,238.29,576.6,4763204,100,1,59.189,69.2637,170,8.06495,227,8.06495,69.2637,170,False,False,0.0200859,0.179841,0.5633,227,0.179995,0,0,https://github.com/mode-network/synth-subnet,https://github.com/synthdataco/synth-subnet,redirected,https://github.com/mode-network/synth-subnet -> https://github.com/synthdataco/synth-subnet,d0e181e1f7706fa7,21267,82bf146d23947eae,2026-07-30T15:22:19Z,v1.11.1,2026-08-03T14:43:07Z,2026-07-17T13:05:32Z,Validator: optional Pub/Sub notification for stored prediction cohort…,True,True,,unknown,no evidence,rtx4090,8.2192,1,True,-0.1542,61.0446,,OK,,0,21,11.25,0,RELEASE 21d ago,0.85,hardware requirement unknown,27.4,64,Predictive intelligence for financial markets and beyond,https://synthdata.co
51,lium.io,ת,2026-08-24T11:39:23Z,8914566,ok,0,0.5,119.145,True,256,60,0,5000,360,0.0809751,238.29,687.3,3966206,0,1,117.252,2262.44,201,76.052,48,82.1362,41057.7,47,False,True,0.721158,0.916111,0.891409,50,0.179995,0,0,https://github.com/Datura-ai/lium-io,https://github.com/Datura-ai/lium-io,ok,,baeeb823dbaf028b,3836,2da315dbaf659ed1,2026-08-24T04:10:40Z,executor-v1.123,2026-08-19T19:38:26Z,2026-08-24T04:10:40Z,DAH-2742: stop transient checks from clearing verified job info (#1244),False,False,,unknown,no evidence,rtx4090,8.2192,1,True,67.8328,2254.22,1.76,OK,,16.71,35,11.25,9.41,SCORING_COMMIT 0.3d ago,0.85,hardware requirement unknown,61.5,20,revolutionizing the democratization of compute,lium.io
52,Dojo,ا,2026-08-24T11:39:23Z,8914566,ok,1,1,238.29,True,256,14,0,10800,360,0.00657268,238.29,684,3989825,1,1,,,,,0,4623.46,4623.46,158,True,True,1,1,0,1,0.179995,1,0,https://github.com/tensorplex-labs/dojo,https://github.com/tensorplex-labs/dojo,ok,,04fd64f913e440d6,1858,1a7646b08cc7cdb1,2025-10-24T07:49:40Z,v1.8.3,2025-10-24T07:55:18Z,2025-10-24T06:35:32Z,"fix: skip score step count, and weight set on 100 percent burn (#126)",False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,,
53,engy,ب,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,156,0,1,360,0.0294425,238.29,654.3,4203869,0,1,47.6575,334.357,162,46.7721,143,47.0882,12946.1,122,False,True,0.625706,0.704338,0.766347,144,0.179995,0,0,https://github.com/hanlinai/engy,https://github.com/hanlinai/engy,ok,,89100b8e1880cc62,6503,1077a12f7d99873b,2026-08-24T10:56:25Z,v0.4.5: Merge pull request #42 from hanlinai/release/0.4.5,2026-08-22T04:00:05Z,2026-08-24T10:56:25Z,"tee_miner: log the WebSocket close code, and what the dying leg took …",False,False,24,24GB consumer,README keywords (GUESS),rtx4090,8.2192,1,False,38.5529,326.138,0,OK,,14.53,35,11.25,10,SCORING_COMMIT 0.0d ago,0.85,"hardware from README keywords, not curated",60.2,21,Verified inference for frontier open models.,https://engy.ai
54,Yanez,ت,2026-08-24T11:39:23Z,8914566,ok,0.300602,0.0005,0.119145,True,256,85,0,5000,360,0.00492669,238.29,579.4,4742549,0,1,1034.59,1214.59,14,1.69222,76,1.69222,1214.59,14,False,False,0.350673,0.971632,0.923874,77,0.179995,0.300762,0.0002,https://github.com/yanez-compliance/MIID-subnet,https://github.com/yanez-compliance/MIID-subnet,ok,,0484c2b12f377d61,8228,540b9f1a33ca74d8,2026-08-17T21:52:35Z,,,2026-08-17T16:25:21Z,updating miner info,True,False,16,24GB consumer,min_compute.yml (curated),a4000,5.0959,1,False,-3.4037,1209.49,,OK,,0,35,11.25,0,SCORING_COMMIT 6.5d ago,1,,46.2,35,"Yanez SN54 generates synthetic identities for challenging Yanez humanhood, presence, and uniqueness detection models.",www.yanez.ai
55,NIOME,ث,2026-08-24T11:39:23Z,8914566,ok,0.0200034,0.0005,0.119145,True,256,18,0,7200,360,0.00283598,238.29,584.9,4703386,1002,1,867.835,586.47,108,78.202,10,58.6591,586.47,108,False,False,0.294007,0.990203,0.537106,11,0.179995,0.0199911,0,https://github.com/genomesio/subnet-niome,https://github.com/genomesio/subnet-niome,ok,,eb5ddeb5e59dd959,7485,d7f3a333f8affc99,2026-08-14T20:41:37Z,,,2026-08-14T20:02:57Z,commit weights after validation,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,69.9829,578.25,0,OK,,16.84,21,11.25,10,SCORING_COMMIT 10d ago,0.85,hardware requirement unknown,50.2,30,NIOME is a decentralized AI subnet that enables privacy-safe genomic intelligence by replacing real human genomes with high-fidelity synthetic genomic profiles,https://niome.genomes.io
56,Gradients,ج,2026-08-24T11:39:23Z,8914566,ok,0.724952,0.0005,0.119145,True,256,28,0,5000,360,0.0164656,238.29,639.1,4312927,0,1,290.855,1141.19,221,0.883685,16,0.883685,8396.6,38,True,True,0.725063,0.999466,0.869987,17,0.179995,0.725063,0.0001,https://github.com/gradients-ai/G.O.D,https://github.com/gradients-ai/G.O.D,ok,,6d885e0ca8ce275e,3606,dad4c0810465c481,2026-08-18T12:45:30Z,,,2026-08-17T23:44:09Z,Fix re-finalize crowning the re-evaluated miner instead of re-ranking…,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,-7.3355,1132.97,,OK,,0,35,11.25,0,SCORING_COMMIT 6.5d ago,0.85,hardware requirement unknown,39.3,43,Best AutoML plaftorm in the world,https://www.gradients.io/
57,gaia,ح,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,9,0,5000,360,0.00522498,238.29,119.1,8057320,0,1,,,,,0,3675.44,3675.44,0,True,True,1,1,0,1,0.179995,1,0,,,none,no repo URL on chain,,0,,,,,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,,
58,greevils,خ,2026-08-24T11:39:23Z,8914566,ok,0,0.1,23.829,True,256,7,0,5000,360,0.00901894,238.29,56,8511017,0,1,2952.02,6344.24,37,6344.24,1,6344.24,6344.24,37,False,False,1,1,0,1,0.179995,0,0,https://github.com/greevils-ai/greevils-cli,https://github.com/greevils-ai/greevils-cli,ok,,b8f31bee1d4ec44b,9141,9c5b668947af736e,2026-07-06T13:06:00Z,,,2026-06-27T17:21:39Z,feat: verify commitment command,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,6336.02,6336.02,0,OK,,34.58,0,11.25,10,no challenge change on record,0.6,hardware requirement unknown; income rests on 1 competitive miner (n<=2: not a distribution),33.5,53,,https://www.greevils.ai
59,Babelbit,د,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,8,0,5000,360,0.00228562,238.29,626.8,4401833,30,1,,,,,0,1607.79,1607.79,248,True,True,1,1,0,1,0.179995,1,0,https://github.com/babelbit/babelbit_subnet,https://github.com/babelbit/babelbit_subnet,ok,,4cab78b143d046b6,25553,43ab00195512cae2,2026-07-18T09:36:48Z,,,2026-07-13T15:16:31Z,Improve calculation of latency in scoring,True,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,"Revolutionising the $100 billion real-time language market: on-demand interpreters, live dubbing and global collaboration with SOTA LLM",https://babelbit.ai
60,Bitsec.ai,ذ,2026-08-24T11:39:23Z,8914566,ok,0.5,0.0005,0.119145,True,256,11,0,5000,360,0.00501103,238.29,571.9,4796992,0,1,1475.99,1762.44,46,1762.44,1,1762.44,1762.44,46,False,False,0.5,1,0,2,0.179995,0.5,0,https://github.com/Bitsec-AI/sandbox,https://github.com/Bitsec-AI/sandbox,ok,,e173b33044b17d45,6353,32281bc9ea0cf9ee,2026-08-10T14:40:07Z,,,2026-08-07T18:13:15Z,removed Chutes for miner submission,True,True,0,cpu-only (dev box),code-submission (validator runs it),cpu-small,0.9863,0,False,1761.46,1761.46,0,OK,,29.52,21,15,10,SCORING_COMMIT 17d ago,0.85,income rests on 1 competitive miner (n<=2: not a distribution),64.2,17,find and fix exploits in codebases,https://bitsec.ai
61,RedTeam,ر,2026-08-24T11:39:23Z,8914566,ok,0,0.0248275,5.91616,True,256,94,0,14400,360,0.00709217,238.29,619,4457976,0,1,191.531,323.686,184,21.0868,81,21.0868,323.686,184,False,False,0.064922,0.469829,0.595615,81,0.179995,0,0,https://github.com/RedTeamSubnet/RedTeam,https://github.com/RedTeamSubnet/RedTeam,ok,,0ed03563da4e340c,3053,83e7fb28c5539938,2026-08-22T07:42:50Z,4.9.7,2026-08-22T07:42:19Z,2026-08-22T02:19:35Z,deps: update abs_challenge submodule to version 6.0.4,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,12.8676,315.467,0.46,OK,,10.39,35,11.25,9.85,RELEASE 2.2d ago,0.85,hardware requirement unknown,56.5,23,"""The RedTeam subnet by Innerworks is a decentralized platform designed to drive innovation in cybersecurity through competitive programming challenges. The subnet incentivizes miners to develop and submit code solutions to various technical challenges, with a focus on enhancing security. These solut",https://www.theredteam.io/
62,Ridges,ز,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,18,0,7400,360,0.0114005,238.29,616.7,4474225,6,1,1146.75,3115.29,107,1528.4,4,973.573,3115.29,107,False,False,0.388482,1,0.351854,6,0.179995,0,0,https://github.com/ridgesai/ridges,https://github.com/ridgesai/ridges,ok,,176d420361aaa15d,5256,51584adad6bfc781,2026-08-18T22:37:09Z,v0.2.9,2026-08-18T23:00:14Z,2026-08-18T20:59:53Z,pass pre_screening_policy_version and remove from validator,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,1520.18,3107.07,0,OK,,28.94,35,11.25,10,RELEASE 5.5d ago,0.85,hardware requirement unknown,72.4,3,Software Engineering Agents,https://www.ridges.ai/
63,Enigma,س,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,16,0,4096,360,0.00812099,238.29,559.6,4885578,0,1,2951.66,5711.9,87,0.0871687,5,0.0871687,5711.9,87,False,False,0.999939,1,0.799939,5,0.179995,0,0,https://github.com/qbittensor-labs/enigma,https://github.com/qbittensor-labs/enigma,ok,,12d4afe5ef672682,12042,0cc03de52343f9d6,2026-08-20T03:27:16Z,,,2026-06-26T03:28:30Z,Prevent submissions being sent to non-validator,True,True,,unknown,no evidence,rtx4090,8.2192,1,True,-8.132,5703.68,,OK,,0,0,11.25,0,no challenge change on record,0.85,hardware requirement unknown,9.6,76,Breaking today to build tomorrow,https://www.qbittensorlabs.com/
64,Chutes,ش,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,31,0,5000,360,0.0769287,238.29,608.8,4531295,0,1,333.242,6108.78,207,2179.94,15,2490.41,9955.04,21,False,True,0.183982,0.866088,0.416215,17,0.179995,0,0,https://github.com/chutesai/chutes,https://github.com/chutesai/chutes,ok,,9e625bc9be2ae23b,18290,,2026-05-25T17:34:52Z,,,2026-03-16T00:07:26Z,Update tee verification (#50),False,False,80,80GB datacentre,README keywords (GUESS),a100-80,29.589,3,False,2150.35,6079.19,0,OK,,30.31,0,3.75,10,no challenge change on record,0.85,"hardware from README keywords, not curated",37.5,47,"Breakthrough Serverless Compute for AI, At Scale.",https://chutes.ai
65,True Performance Network,ص,2026-08-24T11:39:23Z,8914566,ok,1,0.5,119.145,True,256,15,0,5000,360,0.00312493,238.29,550.5,4950813,0,1,,,,,0,2198.19,2198.19,0,True,True,1,1,0,1,0.179995,1,0,https://github.com/taofu-labs/true-performance-network,https://github.com/taofu-labs/true-performance-network,ok,,4b2a4ccedc65b6d5,621,,2026-08-24T09:11:32Z,,,2026-08-24T09:11:32Z,update leader default url to mainnet validator,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,Distributed AI model compression & optimization engine,https://www.trueperformancenetwork.com/
66,conjectures,ض,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,8,0,6080,360,0.00244666,238.29,549.5,4958013,0,1,,,,,0,1721.07,1721.07,121,False,True,1,1,0,1,0.179995,0,0,https://github.com/conjectures-io/conjectures-validator,https://github.com/conjectures-io/conjectures-validator,ok,,1efc171f4e58dcc2,46664,6d03fe25d3e98c8c,2026-08-21T12:57:02Z,Payment and IAM update,2026-08-20T13:07:51Z,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,OK,,0,35,11.25,0,RELEASE 3.9d ago,0.85,hardware requirement unknown,39.3,44,Incentivizing breakthroughs on decades-old open mathematical conjectures,https://conjectures.io
67,Harnyx,ط,2026-08-24T11:39:23Z,8914566,ok,0.0473398,0.0749054,17.8492,True,256,181,0,14400,360,0.00563515,238.29,233,7236936,0,1,123.018,165.188,193,20.0814,172,20.0814,187.628,0,True,True,0.0474123,0.227922,0.395908,174,0.179995,0.0474123,0.0001,https://github.com/harnyx/harnyx,https://github.com/harnyx/harnyx,ok,,e7a4f1a55b35aa3d,9200,f4fc3f2cce58d57d,2026-08-24T09:35:52Z,,,2026-08-24T09:35:52Z,fix(miner): accept monitoring task metadata in local eval (#1374),False,False,0,cpu-only (dev box),code-submission (validator runs it),cpu-small,0.9863,0,False,19.0951,164.202,0.93,OK,,11.85,35,15,9.69,SCORING_COMMIT 0.0d ago,1,,71.5,6,"Deep research as a commodity. Faster, cheaper, traceable research — produced by a competitive swarm of miners on Bittensor SN67.",https://harnyx.ai/
68,NOVA,ظ,2026-08-24T11:39:23Z,8914566,ok,0,0.10625,25.3184,True,64,7,0,5000,360,0.0226345,238.29,547.5,4972413,0,2,1747.16,9423.44,42,9423.44,1,9423.44,9423.44,42,False,False,1,1,0,1,0.514677,0,0,https://github.com/metanova-labs/nova/,https://github.com/metanova-labs/nova,ok,,0e0df36526ae4bba,2903,28e908c35e761ff4,2026-08-21T20:59:15Z,,,2026-08-16T13:01:09Z,discard individual validator processing failures before averaging scores,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,9415.22,9415.22,0,OK,,36.14,21,11.25,10,SCORING_COMMIT 8d ago,0.6,hardware requirement unknown; income rests on 1 competitive miner (n<=2: not a distribution),47,34,Accelerating drug discovery.,https://www.metanova-labs.ai
